Layer name,IFMAP Height,IFMAP Width,Filter Height,Filter Width,Channels,Num Filter,Strides,l_density,n_density,m_density,vector_core
conv1,224,224,7,7,3,64,2,1.0,1.0,1.0,0
layer1.0.mask_s.atten_s,7,7,3,3,64,1,1,1.0,1.0,1.0,1
layer1.0.mask_c1.atten_c.0,1,1,1,1,64,16,1,1.0,1.0,1.0,1
layer1.0.mask_c1.atten_c.3,1,1,1,1,16,64,1,1.0,1.0,1.0,1
layer1.0.mask_c2.atten_c.0,1,1,1,1,64,16,1,1.0,1.0,1.0,1
layer1.0.mask_c2.atten_c.3,1,1,1,1,16,64,1,1.0,1.0,1.0,1
layer1.0.conv1,56,56,1,1,64,64,1,0.9987894947407767,0.06327307224273682,1.0,0
layer1.0.conv2,56,56,3,3,64,64,1,0.9987894947407767,0.030925095081329346,0.06327307224273682,0
layer1.0.conv3,56,56,1,1,64,256,1,0.9987894947407767,1.0,0.030925095081329346,0
layer1.0.downsample,56,56,1,1,64,256,1,1.0,1.0,1.0,0
layer1.1.mask_s.atten_s,7,7,3,3,256,1,1,1.0,1.0,1.0,1
layer1.1.mask_c1.atten_c.0,1,1,1,1,256,64,1,1.0,1.0,1.0,1
layer1.1.mask_c1.atten_c.3,1,1,1,1,64,64,1,1.0,1.0,1.0,1
layer1.1.mask_c2.atten_c.0,1,1,1,1,64,16,1,1.0,1.0,1.0,1
layer1.1.mask_c2.atten_c.3,1,1,1,1,16,64,1,1.0,1.0,1.0,1
layer1.1.conv1,56,56,1,1,256,64,1,0.00820833444595337,0.19208389520645142,1.0,0
layer1.1.conv2,56,56,3,3,64,64,1,0.00820833444595337,0.0,0.19208389520645142,0
layer1.1.conv3,56,56,1,1,64,256,1,0.00820833444595337,1.0,0.0,0
layer1.2.mask_s.atten_s,7,7,3,3,256,1,1,1.0,1.0,1.0,1
layer1.2.mask_c1.atten_c.0,1,1,1,1,256,64,1,1.0,1.0,1.0,1
layer1.2.mask_c1.atten_c.3,1,1,1,1,64,64,1,1.0,1.0,1.0,1
layer1.2.mask_c2.atten_c.0,1,1,1,1,64,16,1,1.0,1.0,1.0,1
layer1.2.mask_c2.atten_c.3,1,1,1,1,16,64,1,1.0,1.0,1.0,1
layer1.2.conv1,56,56,1,1,256,64,1,1.1324882507324219e-06,0.7711109519004822,1.0,0
layer1.2.conv2,56,56,3,3,64,64,1,1.1324882507324219e-06,0.9374993741512299,0.7711109519004822,0
layer1.2.conv3,56,56,1,1,64,256,1,1.1324882507324219e-06,1.0,0.9374993741512299,0
layer2.0.mask_s.atten_s,7,7,3,3,256,1,1,1.0,1.0,1.0,1
layer2.0.mask_c1.atten_c.0,1,1,1,1,256,64,1,1.0,1.0,1.0,1
layer2.0.mask_c1.atten_c.3,1,1,1,1,64,128,1,1.0,1.0,1.0,1
layer2.0.mask_c2.atten_c.0,1,1,1,1,128,32,1,1.0,1.0,1.0,1
layer2.0.mask_c2.atten_c.3,1,1,1,1,32,128,1,1.0,1.0,1.0,1
layer2.0.conv1,56,56,1,1,256,128,1,0.9998454744927585,0.3114212155342102,1.0,0
layer2.0.conv2,56,56,3,3,128,128,2,0.9998454744927585,0.6889108419418335,0.3114212155342102,0
layer2.0.conv3,28,28,1,1,128,512,1,0.9998454744927585,1.0,0.6889108419418335,0
layer2.0.downsample,56,56,1,1,256,512,2,1.0,1.0,1.0,0
layer2.1.mask_s.atten_s,7,7,3,3,512,1,1,1.0,1.0,1.0,1
layer2.1.mask_c1.atten_c.0,1,1,1,1,512,128,1,1.0,1.0,1.0,1
layer2.1.mask_c1.atten_c.3,1,1,1,1,128,128,1,1.0,1.0,1.0,1
layer2.1.mask_c2.atten_c.0,1,1,1,1,128,32,1,1.0,1.0,1.0,1
layer2.1.mask_c2.atten_c.3,1,1,1,1,32,128,1,1.0,1.0,1.0,1
layer2.1.conv1,28,28,1,1,512,128,1,0.989739503711462,0.21592402458190918,1.0,0
layer2.1.conv2,28,28,3,3,128,128,1,0.989739503711462,0.2899072766304016,0.21592402458190918,0
layer2.1.conv3,28,28,1,1,128,512,1,0.989739503711462,1.0,0.2899072766304016,0
layer2.2.mask_s.atten_s,7,7,3,3,512,1,1,1.0,1.0,1.0,1
layer2.2.mask_c1.atten_c.0,1,1,1,1,512,128,1,1.0,1.0,1.0,1
layer2.2.mask_c1.atten_c.3,1,1,1,1,128,128,1,1.0,1.0,1.0,1
layer2.2.mask_c2.atten_c.0,1,1,1,1,128,32,1,1.0,1.0,1.0,1
layer2.2.mask_c2.atten_c.3,1,1,1,1,32,128,1,1.0,1.0,1.0,1
layer2.2.conv1,28,28,1,1,512,128,1,0.9848986947908998,0.3413577079772949,1.0,0
layer2.2.conv2,28,28,3,3,128,128,1,0.9848986947908998,0.45028311014175415,0.3413577079772949,0
layer2.2.conv3,28,28,1,1,128,512,1,0.9848986947908998,1.0,0.45028311014175415,0
layer2.3.mask_s.atten_s,7,7,3,3,512,1,1,1.0,1.0,1.0,1
layer2.3.mask_c1.atten_c.0,1,1,1,1,512,128,1,1.0,1.0,1.0,1
layer2.3.mask_c1.atten_c.3,1,1,1,1,128,128,1,1.0,1.0,1.0,1
layer2.3.mask_c2.atten_c.0,1,1,1,1,128,32,1,1.0,1.0,1.0,1
layer2.3.mask_c2.atten_c.3,1,1,1,1,32,128,1,1.0,1.0,1.0,1
layer2.3.conv1,28,28,1,1,512,128,1,0.9479665532708168,0.4095962643623352,1.0,0
layer2.3.conv2,28,28,3,3,128,128,1,0.9479665532708168,0.6717853248119354,0.4095962643623352,0
layer2.3.conv3,28,28,1,1,128,512,1,0.9479665532708168,1.0,0.6717853248119354,0
layer3.0.mask_s.atten_s,7,7,3,3,512,1,1,1.0,1.0,1.0,1
layer3.0.mask_c1.atten_c.0,1,1,1,1,512,128,1,1.0,1.0,1.0,1
layer3.0.mask_c1.atten_c.3,1,1,1,1,128,256,1,1.0,1.0,1.0,1
layer3.0.mask_c2.atten_c.0,1,1,1,1,256,64,1,1.0,1.0,1.0,1
layer3.0.mask_c2.atten_c.3,1,1,1,1,64,256,1,1.0,1.0,1.0,1
layer3.0.conv1,28,28,1,1,512,256,1,0.9343999400734901,0.7026667594909668,1.0,0
layer3.0.conv2,28,28,3,3,256,256,2,0.9343999400734901,0.8063763678073883,0.7026667594909668,0
layer3.0.conv3,14,14,1,1,256,1024,1,0.9343999400734901,1.0,0.8063763678073883,0
layer3.0.downsample,28,28,1,1,512,1024,2,1.0,1.0,1.0,0
layer3.1.mask_s.atten_s,7,7,3,3,1024,1,1,1.0,1.0,1.0,1
layer3.1.mask_c1.atten_c.0,1,1,1,1,1024,256,1,1.0,1.0,1.0,1
layer3.1.mask_c1.atten_c.3,1,1,1,1,256,256,1,1.0,1.0,1.0,1
layer3.1.mask_c2.atten_c.0,1,1,1,1,256,64,1,1.0,1.0,1.0,1
layer3.1.mask_c2.atten_c.3,1,1,1,1,64,256,1,1.0,1.0,1.0,1
layer3.1.conv1,14,14,1,1,1024,256,1,0.9243254587054253,0.440801739692688,1.0,0
layer3.1.conv2,14,14,3,3,256,256,1,0.9243254587054253,0.5552383661270142,0.440801739692688,0
layer3.1.conv3,14,14,1,1,256,1024,1,0.9243254587054253,1.0,0.5552383661270142,0
layer3.2.mask_s.atten_s,7,7,3,3,1024,1,1,1.0,1.0,1.0,1
layer3.2.mask_c1.atten_c.0,1,1,1,1,1024,256,1,1.0,1.0,1.0,1
layer3.2.mask_c1.atten_c.3,1,1,1,1,256,256,1,1.0,1.0,1.0,1
layer3.2.mask_c2.atten_c.0,1,1,1,1,256,64,1,1.0,1.0,1.0,1
layer3.2.mask_c2.atten_c.3,1,1,1,1,64,256,1,1.0,1.0,1.0,1
layer3.2.conv1,14,14,1,1,1024,256,1,0.9143797606229782,0.401111900806427,1.0,0
layer3.2.conv2,14,14,3,3,256,256,1,0.9143797606229782,0.6766721308231354,0.401111900806427,0
layer3.2.conv3,14,14,1,1,256,1024,1,0.9143797606229782,1.0,0.6766721308231354,0
layer3.3.mask_s.atten_s,7,7,3,3,1024,1,1,1.0,1.0,1.0,1
layer3.3.mask_c1.atten_c.0,1,1,1,1,1024,256,1,1.0,1.0,1.0,1
layer3.3.mask_c1.atten_c.3,1,1,1,1,256,256,1,1.0,1.0,1.0,1
layer3.3.mask_c2.atten_c.0,1,1,1,1,256,64,1,1.0,1.0,1.0,1
layer3.3.mask_c2.atten_c.3,1,1,1,1,64,256,1,1.0,1.0,1.0,1
layer3.3.conv1,14,14,1,1,1024,256,1,0.8419000655412674,0.4371645450592041,1.0,0
layer3.3.conv2,14,14,3,3,256,256,1,0.8419000655412674,0.6261695921421051,0.4371645450592041,0
layer3.3.conv3,14,14,1,1,256,1024,1,0.8419000655412674,1.0,0.6261695921421051,0
layer3.4.mask_s.atten_s,7,7,3,3,1024,1,1,1.0,1.0,1.0,1
layer3.4.mask_c1.atten_c.0,1,1,1,1,1024,256,1,1.0,1.0,1.0,1
layer3.4.mask_c1.atten_c.3,1,1,1,1,256,256,1,1.0,1.0,1.0,1
layer3.4.mask_c2.atten_c.0,1,1,1,1,256,64,1,1.0,1.0,1.0,1
layer3.4.mask_c2.atten_c.3,1,1,1,1,64,256,1,1.0,1.0,1.0,1
layer3.4.conv1,14,14,1,1,1024,256,1,0.8160014599561691,0.4060322642326355,1.0,0
layer3.4.conv2,14,14,3,3,256,256,1,0.8160014599561691,0.5496980845928192,0.4060322642326355,0
layer3.4.conv3,14,14,1,1,256,1024,1,0.8160014599561691,1.0,0.5496980845928192,0
layer3.5.mask_s.atten_s,7,7,3,3,1024,1,1,1.0,1.0,1.0,1
layer3.5.mask_c1.atten_c.0,1,1,1,1,1024,256,1,1.0,1.0,1.0,1
layer3.5.mask_c1.atten_c.3,1,1,1,1,256,256,1,1.0,1.0,1.0,1
layer3.5.mask_c2.atten_c.0,1,1,1,1,256,64,1,1.0,1.0,1.0,1
layer3.5.mask_c2.atten_c.3,1,1,1,1,64,256,1,1.0,1.0,1.0,1
layer3.5.conv1,14,14,1,1,1024,256,1,0.9490797556936741,0.4427950382232666,1.0,0
